Review ID,Reviewer Name,Rating,Review Date,Review Content,cleaned_text
7862,RC,5 ⭐,Jan 25 2025,"Wonderful customer service. You investigated my claim in a timely manner, and kept in communication with me to keep me updated about my claim.",wonderful customer service investigated claim timely manner kept communication keep updated claim
7863,HE,1 ⭐,Jan 25 2025,Nothing but a run around and hours on the phone. I speak with a person that tells me I need a certain document and when I up load it someone else tells me its not the correct document and I have to start all over again.Not happy!!,nothing run around hours phone speak person tells need certain document load someone else tells correct document start againnot happy
7864,CL,5 ⭐,Jan 25 2025,We are long term insureds. Renewing is easy.. I wish there was an incentive for those that renew every year as the price is always increasing.,long term insureds renewing easy wish incentive renew every year price always increasing
7865,RJ,4 ⭐,Jan 25 2025,The process of submitting a travel delay claim was fairly painless.  I'd use the service again.,process submitting travel delay claim fairly painless id use service
7866,SS,5 ⭐,Jan 25 2025,"Filing a claim was easy, I was able to see the status of my claim throughout the process, and payment was delivered quickly.",filing claim easy able see status claim throughout process payment delivered quickly
7867,TR,5 ⭐,Jan 25 2025,The on line instructions were clear and it was easy to upload receipts and needed documents. We received very timely notification that most of claim had been approved.,line instructions clear easy upload receipts needed documents received timely notification claim approved
7868,BG,5 ⭐,Jan 25 2025,I was unable to take my trip due to a shoulder surgery. The claim was approved in less than 24 hours! Thank you!,unable take trip due shoulder surgery claim approved less hours thank
7869,SK,5 ⭐,Jan 25 2025,I bought a hard side suitcase a few months back and had only used it 2 times.  At the end of my second trip I saw a big crack on my luggage..I filed a complaint at the airport. The end story is that neither the airlines or Samsonite (with its 10 year warranty) would replace my bag.Thank goodness for Allianz. After sending the necessary paperwork I was reimbursed very quickly.,bought hard side suitcase months back used times end second trip saw big crack luggagei filed complaint airport end story neither airlines samsonite year warranty would replace bagthank goodness allianz sending necessary paperwork reimbursed quickly
7870,GF,5 ⭐,Jan 25 2025,Easy professional and quick,easy professional quick
7871,CU,1 ⭐,Jan 25 2025,I bought the trip cancellation insurance to prevent extra expense if my trip got canceled. My trip got canceled and rescheduled for a higher price. Had I kept the original date I would have incurred housing and transportation costs that were unnecessary since my job was delayed by 2 days. I will never buy trip insurance again! For that matter I am becoming anti insurance because y’all are just a money grabbing company that say you’ll be there if needed then deny claims to be profitable.,bought trip cancellation insurance prevent extra expense trip got canceled trip got canceled rescheduled higher price kept original date would incurred housing transportation costs unnecessary since job delayed days never buy trip insurance matter becoming anti insurance yall money grabbing company say youll needed deny claims profitable
7872,AJ,3 ⭐,Jan 25 2025,"I found the process of making a claim to be frustrating. It required someone to read the claim and make a decision within a set timeframe, which was often 14 days. I was in a situation where I needed my claim processed immediately to return home from another country, but your services were unhelpful due to the timeline. Anyone traveling during an emergency on a weekend would feel like they wasted their money, as claims are only reviewed from Monday to Friday.",found process making claim frustrating required someone read claim make decision within set timeframe often days situation needed claim processed immediately return home another country services unhelpful due timeline anyone traveling emergency weekend would feel like wasted money claims reviewed monday friday
7873,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
7874,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
7875,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
7876,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
7877,DH,5 ⭐,Jan 25 2025,"When my ailing family member, was unable to attend an event. Allianz was able to issue me a full refund for that ticket.",ailing family member unable attend event allianz able issue full refund ticket
7878,MP,5 ⭐,Jan 25 2025,It was an increíbleand satisfaying experiencia have had purchase the insurance with this company.,increbleand satisfaying experiencia purchase insurance company
7880,JM,5 ⭐,Jan 25 2025,The claim was processed in an efficient amount of time. Did not experience any set backs once claim was submitted.,claim processed efficient amount time experience set backs claim submitted
7881,MO,2 ⭐,Jan 25 2025,I needed to refund tickets but they didn’t help…,needed refund tickets didnt help
7883,RR,5 ⭐,Jan 25 2025,"Purchasing my insurance plan was quick and very easy! I have heard nothing but good things about Allianz, I look forward to my trip and having more confidence with my travels!",purchasing insurance plan quick easy heard nothing good things allianz look forward trip confidence travels
7884,KK,5 ⭐,Jan 25 2025,thankful I had this insurance so the payment for my ticket was refunded when I was unable to attend the show,thankful insurance payment ticket refunded unable attend show
7885,KS,5 ⭐,Jan 25 2025,"Our flight was delayed 11 1/2 hours.  This caused us to incur another night of boarding for the dog, additional amount for parking and additional meals.  We were reimbursed for all these extra expenses.",flight delayed hours caused us incur another night boarding dog additional amount parking additional meals reimbursed extra expenses
7886,GL,3 ⭐,Jan 25 2025,No explanation of denied portion of refund request.,explanation denied portion refund request
7887,JM,5 ⭐,Jan 25 2025,Straight forward,straight forward
7888,JF,5 ⭐,Jan 25 2025,I'm relieved Allianz stood by their word/contract and reimbursed my expenses for delayed luggage.Hassle free.,im relieved allianz stood wordcontract reimbursed expenses delayed luggagehassle free
7889,KS,5 ⭐,Jan 25 2025,"When my mother died and I had to cut my trip short by a day, there was no refund on my Airbnb or my airline ticket and a last minute one way ticket was quite a lot. Allianz helped me file a claim, were extremely cooperative, and reimbursed me for the full expenses I incurred.",mother died cut trip short day refund airbnb airline ticket last minute one way ticket quite lot allianz helped file claim extremely cooperative reimbursed full expenses incurred
7890,SS,5 ⭐,Jan 25 2025,Gave us piece of mind for our overseas trip.,gave us piece mind overseas trip
7891,IT,5 ⭐,Jan 25 2025,Very helpful,helpful
7892,DA,5 ⭐,Jan 25 2025,Claim was settled quickly and easily for a satisfactory outcome,claim settled quickly easily satisfactory outcome
7893,LS,5 ⭐,Jan 25 2025,"We haven’t had an occasion where we needed to use this. I believe the Date of experience mentioned, was when we renewed our policy. We love this insurance and we’re very happy to renew the policy",havent occasion needed use believe date experience mentioned renewed policy love insurance happy renew policy
7894,AH,4 ⭐,Jan 25 2025,"It took awhile for me to figure out how to renew, but then it was simple ci love that the policy covers an entire year.",took awhile figure renew simple ci love policy covers entire year
7895,Meagan Hall,5 ⭐,Jan 25 2025,"We purchased the cancel anytime coverage for our cruise and ended up cancelling 5 months out. The cruise didn’t refund the deposit but Allianz did. I made a request and submitted screenshots of our cruise payments, which was very easy. About a 5 minute form. Then waited 11 days and got an approval letter without having to do any back and forth. Payment was in our account the same day. I would highly recommend purchasing their coverage on any travel plans you have.",purchased cancel anytime coverage cruise ended cancelling months cruise didnt refund deposit allianz made request submitted screenshots cruise payments easy minute form waited days got approval letter without back forth payment account day would highly recommend purchasing coverage travel plans
7896,AS,5 ⭐,Jan 25 2025,Quick and easy communication and resolution.,quick easy communication resolution
7897,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
7898,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
7899,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
7900,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
7901,MD,1 ⭐,Jan 25 2025,Terrible. Never sign up for it again.,terrible never sign
7902,PS,5 ⭐,Jan 25 2025,Easy online claim filing process.,easy online claim filing process
7904,BK,5 ⭐,Jan 25 2025,Quick response to my concern. Received communications regarding the status of my caseReceived refund in a timely manner,quick response concern received communications regarding status casereceived refund timely manner
7905,KB,1 ⭐,Jan 25 2025,I filed a claim but have not heard back about it.,filed claim heard back
7906,TA,5 ⭐,Jan 25 2025,It was easier than expected. Filed my claim and submitted documentation and I had a decision in just a couple days. Very helpful!,easier expected filed claim submitted documentation decision couple days helpful
7907,CM,5 ⭐,Jan 25 2025,Very good smooth process,good smooth process
7908,JC,1 ⭐,Jan 25 2025,I would give them zero stars if I could. I got this insurance in case something happened and we couldn’t make it to the concert. Well something did happen and the trip was cancelled. They won’t refund the tickets. You can only get a refund for certain circumstances. Even with proof of the cancelled trip and proof of the reasons why the trip was cancelled and why wont be able to make the concert they still denied the claim. The conditions for refunds should be available to review BEFORE you purchase the insurance. Not worth it and I’m stuck with tickets I can’t use or sell and I can’t get a refund. I will NEVER purchase ticket insurance through Allianz.,would give zero stars could got insurance case something happened couldnt make concert well something happen trip cancelled wont refund tickets get refund certain circumstances even proof cancelled trip proof reasons trip cancelled wont able make concert still denied claim conditions refunds available review purchase insurance worth im stuck tickets cant use sell cant get refund never purchase ticket insurance allianz
7909,KD,5 ⭐,Jan 25 2025,The claim submission process was very straightforward and easy to use.,claim submission process straightforward easy use
7910,JK,5 ⭐,Jan 24 2025,Claim submission was not complicated.  Very clear what documents were needed for claim.,claim submission complicated clear documents needed claim
7911,HM,5 ⭐,Jan 24 2025,The website was easy to use.  Instructions were clear and easy to follow.,website easy use instructions clear easy follow
7912,GI,5 ⭐,Jan 24 2025,"I knew weather might be risky for travel mid January, so I insured the tickets. Filing a claim was easy and reimbursement is on the way. I’ll use again.",knew weather might risky travel mid january insured tickets filing claim easy reimbursement way ill use
7913,MT,5 ⭐,Jan 24 2025,Fast and efficient on responses and check being delivered,fast efficient responses check delivered
7914,TI,5 ⭐,Jan 24 2025,Refunded the next day when we had an injury,refunded next day injury
7915,PN,5 ⭐,Jan 24 2025,Very helpful and quick response,helpful quick response
7916,GW,4 ⭐,Jan 24 2025,"I would have been happier, if I wasn't denied a refund of my ticket purchase due to being out-of-town during the performance.  Unfortunately for me my brother and sister-in-law didn't plan on being out-of-town at this time, but then changed their plans.  The person who was accompanying me to the performance could not find anyone else to go with her.",would happier wasnt denied refund ticket purchase due outoftown performance unfortunately brother sisterinlaw didnt plan outoftown time changed plans person accompanying performance could find anyone else go
7917,CR,5 ⭐,Jan 24 2025,"Simply,effective and efficient",simplyeffective efficient
7918,MA,5 ⭐,Jan 24 2025,The process of putting in a claim and the payment of the claim were seamless and easy.  I will always get this insurance now if and when it is offered.,process putting claim payment claim seamless easy always get insurance offered
7919,KH,5 ⭐,Jan 24 2025,Simple easy process with speedy resolve! Will use again.,simple easy process speedy resolve use
7920,MA,1 ⭐,Jan 24 2025,I wasn't happy with Allianz. I filed claims and didn't get anything even if I gave them all the information needed.,wasnt happy allianz filed claims didnt get anything even gave information needed
7921,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
7922,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
7923,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
7924,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
7925,RH,5 ⭐,Jan 24 2025,"Easy, fast claim process",easy fast claim process
7926,TP,4 ⭐,Jan 24 2025,"Received payment for my claim in a timely manner. However, the guidance on submitting a claim is not clear and it computer driven.  It is not clear that all issues you are filing a claim for need to be on a single claim form. It feels like the company is servicing thousands of customers with computers. The whole process lacks a personal touch.",received payment claim timely manner however guidance submitting claim clear computer driven clear issues filing claim need single claim form feels like company servicing thousands customers computers whole process lacks personal touch
7927,GA,2 ⭐,Jan 24 2025,"I think I will not purchase travel insurance again because in all the times I have paid for it and needed, it has only come through for me once.",think purchase travel insurance times paid needed come
7928,NC,5 ⭐,Jan 24 2025,So far we have no issues with our health so we have not used itThe company charges us for 2people reasonable price,far issues health used itthe company charges us people reasonable price
7929,WA,5 ⭐,Jan 24 2025,Verry fast in handling a case and a payment on top of it,verry fast handling case payment top
7930,CM,5 ⭐,Jan 24 2025,They gave me my money. And that made me happy.,gave money made happy
7931,YR,5 ⭐,Jan 24 2025,Very quick and easy response without jumping thru a million hoops!,quick easy response without jumping thru million hoops
7932,EF,5 ⭐,Jan 24 2025,They made my trip interruption bearable.  They are quick and efficient! I will always use them!,made trip interruption bearable quick efficient always use
7933,JS,5 ⭐,Jan 24 2025,Responded quickly to my request for refund.,responded quickly request refund
7934,PO,1 ⭐,Jan 24 2025,I filed a claim for missing baggage. Which was denied.,filed claim missing baggage denied
7935,CV,5 ⭐,Jan 24 2025,Cayetano Vega,cayetano vega
7936,FL,5 ⭐,Jan 24 2025,"Stellar experience. Well trained attentive employees. Fast, accurate, effective.",stellar experience well trained attentive employees fast accurate effective
7937,KM,5 ⭐,Jan 24 2025,"I was not hopeful that my claim for reimbursement would be approved due to an unexpected work commitment that interfered with our plans to attend a basketball game, but it was, and pretty easily with the appropriate documentation!",hopeful claim reimbursement would approved due unexpected work commitment interfered plans attend basketball game pretty easily appropriate documentation
7938,CJ,5 ⭐,Jan 24 2025,"Exceptional and Expeditious serviceWe purchased the affiliated insurance when we booked concert tickets since we have a 2 year old and life can be unpredictable at best. Fast forward 5 days before the concert and the little one gets the flu. 2 days prior, an ear infection. After submitting the required doctor's note to prove such condition which prevented her primary care takers from attending the concert, we received a full reimbursement in just a few short hours. Cannot be more satisfied or recommend such insurance in the future.",exceptional expeditious servicewe purchased affiliated insurance booked concert tickets since year old life unpredictable best fast forward days concert little one gets flu days prior ear infection submitting required doctors note prove condition prevented primary care takers attending concert received full reimbursement short hours cannot satisfied recommend insurance future
7940,DP,5 ⭐,Jan 24 2025,Submitted a small claim that was paid one week later. Easy to do in the internet.,submitted small claim paid one week later easy internet
7941,IB,5 ⭐,Jan 24 2025,It was much easier than I expected and there was always someone I could talk to if needed.,much easier expected always someone could talk needed
7942,KV,1 ⭐,Jan 24 2025,"Bait and switch!  I remember scanning the insurance before buying it and it mentioned something about coverage if you had to work.  But after I purchased the insurance and there was a multi day lake effect snow system in the area and getting called into my work, I couldn't go to the concert and didn't get reimbursed.",bait switch remember scanning insurance buying mentioned something coverage work purchased insurance multi day lake effect snow system area getting called work couldnt go concert didnt get reimbursed
7943,ES,5 ⭐,Jan 24 2025,Easy to navigate and affordable annual plans.,easy navigate affordable annual plans
7945,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
7946,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
7947,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
7948,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
7949,DM,5 ⭐,Jan 24 2025,When I called I didn’t have to wait long to speak to someone. They walked me through the process of filing my claim. I received my claim amount in less than 24 hours which I was surprised about. Will definitely use them for my future travel insurance.,called didnt wait long speak someone walked process filing claim received claim amount less hours surprised definitely use future travel insurance
7950,DR,5 ⭐,Jan 24 2025,I really didn’t think I would get anything. Pleasantly surprised.,really didnt think would get anything pleasantly surprised
7951,LE,5 ⭐,Jan 24 2025,"Great customer service, answered my questions and a prompt and knowledgeable way",great customer service answered questions prompt knowledgeable way
7952,SA,5 ⭐,Jan 24 2025,Quick and easy claiming filing!,quick easy claiming filing
7953,JP,1 ⭐,Jan 24 2025,"I paid for this insurance to cover extra cost if my flight has a delay and I had a delay with more than 7 hours and I arrived in a different airport 1 hour away my destination and I did not received nothing, the answer was my delay was not more than 6 hours. Prior fly expecting to arrive at 8:22 pm, rescheduled flight arrived at 03:30 am +1 in a different airport.Never pay for this insurance",paid insurance cover extra cost flight delay delay hours arrived different airport hour away destination received nothing answer delay hours prior fly expecting arrive pm rescheduled flight arrived different airportnever pay insurance
7954,GM,5 ⭐,Jan 24 2025,the claim process was very easy and reimbursement was fast.,claim process easy reimbursement fast
7955,MM,2 ⭐,Jan 24 2025,We were stranded in Amsterdam when airline crashed we had to stay three days until a new flight could be arranged Allianz refunded $165. Our expense was $850,stranded amsterdam airline crashed stay three days new flight could arranged allianz refunded expense
7956,FK,5 ⭐,Jan 24 2025,I still have not received my money for cancelling my trip because my wife broke her leg and was hospitalized!!!!This was last October and all I received was my down payment of $600.00. I’m still out a few thousand dollars. I would appreciate my money back,still received money cancelling trip wife broke leg hospitalizedthis last october received payment im still thousand dollars would appreciate money back
7957,GH,5 ⭐,Jan 24 2025,Fast and easy!,fast easy
7958,JR,5 ⭐,Jan 24 2025,Very easy and quick response,easy quick response
7959,SU,2 ⭐,Jan 24 2025,"We were very disappointed in our $150/for 2 people when our loss was $1,471.42 .",disappointed people loss
7960,RM,1 ⭐,Jan 24 2025,Never heard back on my appeal. Denied my claim for the very thing purchased insurance from. Would never do trip insurance again.,never heard back appeal denied claim thing purchased insurance would never trip insurance
7961,JB,1 ⭐,Jan 24 2025,I’d give zero stars if there was a selection available.,id give zero stars selection available
7962,KN,5 ⭐,Jan 24 2025,The process was very easy to make a claim and it was handled amazingly fast!,process easy make claim handled amazingly fast
7963,WW,5 ⭐,Jan 24 2025,"Fast response, very helpful all around. Have always used them for my trip insurance but  this is the first time I have had to use them,thank goodness I did.",fast response helpful around always used trip insurance first time use themthank goodness
7964,CM,5 ⭐,Jan 24 2025,We've been using Allianz insurance ever since we started travelling. Very helpful and all our concerns are being treated professionally. Kudos to all of you.,weve using allianz insurance ever since started travelling helpful concerns treated professionally kudos
7965,SW,5 ⭐,Jan 24 2025,Great communication!Very satisfied and will use for every trip from now on!,great communicationvery satisfied use every trip
7966,PD Ó Malley,1 ⭐,Jan 24 2025,"I was diagnosed with Alpha Gal syndrome days before the event and was medically unable to attend. After spending over $800 on tickets and parking, my reimbursement was under $200. No. I am not satisfied at all.",diagnosed alpha gal syndrome days event medically unable attend spending tickets parking reimbursement satisfied
